file1,"cod_event;cod_event_in;volcan;est;componente;id_cl;algo_detecion_id;fecha_pick;analista;snr;label_event;c_label;descripcion;prom_ruido_fondo;inicio;fin;largo;prob_vt;prob_lp;prob_tr;prob_ot; 
FREZ05-01-2018_23:39:08.927;268;99;FRE;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.985520;737065.985625;34.266194;0.021413;0.592088;0.342751;0.043748; 
FREZ05-01-2018_23:51:16.267;269;99;FRE;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.993938;737065.994423;44.162015;0.105925;0.506247;0.281403;0.106424; 
FREZ05-01-2018_23:52:08.480;270;99;FRE;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.994542;737065.994647;71.482631;0.117851;0.406024;0.317124;0.159001; 
FREZ05-01-2018_23:52:26.102;271;99;FRE;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.994747;737065.995115;53.587767;0.033074;0.382248;0.547268;0.037410; 
FREZ05-01-2018_23:59:26.417;272;99;FRE;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.999611;737065.999718;23.264663;0.237796;0.179068;0.062628;0.520509; 
SHGZ05-01-2018_00:01:08.819;1;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.000797;737065.001065;53.587767;0.362845;0.041865;0.040441;0.554849; 
SHGZ05-01-2018_00:09:11.696;2;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.006385;737065.006665;90.374932;0.375114;0.093144;0.058493;0.473250; 
SHGZ05-01-2018_00:17:32.304;3;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.012179;737065.012517;44.162015;0.332052;0.078022;0.035395;0.554531; 
SHGZ05-01-2018_00:30:01.852;4;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.020855;737065.021021;97.367240;0.045928;0.506255;0.332441;0.115376; 
SHGZ05-01-2018_00:31:32.250;5;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.021901;737065.022138;93.198160;0.287449;0.115678;0.034831;0.562041; 
SHGZ05-01-2018_00:35:48.044;6;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.024862;737065.024967;34.266194;0.159466;0.451178;0.207286;0.182069; 
SHGZ05-01-2018_00:44:36.927;7;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.030983;737065.031382;44.162015;0.244404;0.176137;0.163631;0.415828; 
SHGZ05-01-2018_00:51:58.020;8;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.036088;737065.036424;44.162015;0.309879;0.073991;0.067152;0.548978; 
SHGZ05-01-2018_00:55:08.583;9;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.038294;737065.038399;97.481765;0.089866;0.503647;0.284911;0.121576; 
SHGZ05-01-2018_00:58:27.431;10;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.040595;737065.040706;34.266194;0.286527;0.094089;0.026443;0.592941; 
SHGZ05-01-2018_01:00:33.866;11;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.042059;737065.042241;44.162015;0.277692;0.294815;0.002628;0.424864; 
SHGZ05-01-2018_01:03:52.820;12;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.044361;737065.044697;44.162015;0.276999;0.254864;0.022746;0.445391; 
SHGZ05-01-2018_01:18:45.340;13;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.054691;737065.055399;98.987314;0.208285;0.197853;0.173944;0.419919; 
SHGZ05-01-2018_01:31:16.497;14;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.063385;737065.063629;80.949181;0.250605;0.125055;0.103488;0.520851; 
SHGZ05-01-2018_01:39:57.541;15;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.069416;737065.069749;44.162015;0.304080;0.163700;0.123225;0.408995; 
SHGZ05-01-2018_01:46:24.767;16;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.073898;737065.074140;90.374932;0.305809;0.077959;0.051417;0.564815; 
SHGZ05-01-2018_01:47:27.758;17;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.074627;737065.074846;71.898162;0.086859;0.231924;0.468862;0.212355; 
SHGZ05-01-2018_02:01:40.096;18;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.084492;737065.084761;98.987314;0.392980;0.114069;0.065902;0.427049; 
SHGZ05-01-2018_02:02:26.455;19;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.085028;737065.085142;98.987314;0.079876;0.371932;0.448604;0.099588; 
SHGZ05-01-2018_02:02:37.441;20;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.085155;737065.086111;98.987314;0.042436;0.267872;0.456957;0.232735; 
SHGZ05-01-2018_02:04:55.957;21;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.086759;737065.086936;90.176317;0.120545;0.273400;0.424423;0.181632; 
SHGZ05-01-2018_02:12:49.887;22;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.092244;737065.092526;98.987314;0.352817;0.122712;0.100920;0.423550; 
SHGZ05-01-2018_02:13:47.122;23;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.092906;737065.093090;44.162015;0.005923;0.344537;0.593800;0.055740; 
SHGZ05-01-2018_02:17:06.771;24;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.095217;737065.095456;44.162015;0.244530;0.217014;0.033238;0.505218; 
SHGZ05-01-2018_02:29:32.905;25;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.103853;737065.104136;44.162015;0.331821;0.187675;0.054350;0.426155; 
SHGZ05-01-2018_02:41:28.425;26;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.112134;737065.112285;34.266194;0.073711;0.457814;0.336208;0.132267; 
SHGZ05-01-2018_02:47:07.585;27;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.116060;737065.116340;62.795519;0.290163;0.094086;0.078591;0.537159; 
SHGZ05-01-2018_02:51:35.706;28;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.119163;737065.119371;56.568620;0.021390;0.348449;0.578973;0.051188; 
SHGZ05-01-2018_03:07:45.046;29;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.130382;737065.130781;44.162015;0.339923;0.067752;0.061560;0.530764; 
SHGZ05-01-2018_03:10:33.494;30;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.132332;737065.132766;98.148483;0.077887;0.515081;0.308881;0.098150; 
SHGZ05-01-2018_03:11:36.637;31;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.133063;737065.133417;95.382473;0.042793;0.231106;0.503946;0.222155; 
SHGZ05-01-2018_03:12:28.605;32;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.133664;737065.134151;53.587767;0.036901;0.377918;0.443085;0.142097; 
SHGZ05-01-2018_03:16:46.578;33;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.136650;737065.136976;98.987314;0.054884;0.342692;0.450954;0.151470; 
SHGZ05-01-2018_03:17:25.021;34;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.137095;737065.137346;98.987314;0.020236;0.386941;0.560251;0.032571; 
SHGZ05-01-2018_03:17:52.557;35;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.137414;737065.138038;80.949181;0.038200;0.289788;0.430433;0.241580; 
SHGZ05-01-2018_03:20:55.349;36;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.139529;737065.139875;97.251695;0.039935;0.298171;0.426154;0.235741; 
SHGZ05-01-2018_03:21:57.542;37;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.140249;737065.140528;82.484162;0.030657;0.343374;0.512374;0.113596; 
SHGZ05-01-2018_03:23:55.813;38;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.141618;737065.141961;98.987314;0.277548;0.197223;0.100888;0.424342; 
SHGZ05-01-2018_03:24:26.434;39;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.141973;737065.142077;89.974615;0.044632;0.234677;0.515913;0.204778; 
SHGZ05-01-2018_03:26:09.482;40;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.143165;737065.143551;98.987314;0.000386;0.375872;0.590696;0.033046; 
SHGZ05-01-2018_03:26:50.411;41;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.143639;737065.143843;91.506763;0.095332;0.221979;0.546031;0.136659; 
SHGZ05-01-2018_03:30:20.414;42;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.146070;737065.146523;98.987314;0.032693;0.354515;0.554863;0.057929; 
SHGZ05-01-2018_03:31:06.036;43;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.146598;737065.147015;94.116428;0.036972;0.365052;0.450307;0.147669; 
SHGZ05-01-2018_03:33:08.180;44;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.148011;737065.148116;71.053360;0.022123;0.351967;0.589488;0.036422; 
SHGZ05-01-2018_03:38:00.202;45;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.151391;737065.151710;44.162015;0.013344;0.271231;0.568280;0.147145; 
SHGZ05-01-2018_03:41:20.138;46;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.153705;737065.153834;34.266194;0.245759;0.148501;0.063006;0.542735; 
SHGZ05-01-2018_03:46:38.854;47;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.157394;737065.157754;44.162015;0.017014;0.260111;0.554748;0.168128; 
SHGZ05-01-2018_03:54:55.527;48;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.163143;737065.163304;34.266194;0.270194;0.166588;0.045658;0.517560; 
SHGZ05-01-2018_04:07:59.627;49;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.172218;737065.172499;44.162015;0.052979;0.310495;0.514972;0.121554; 
SHGZ05-01-2018_04:16:30.955;50;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.178136;737065.178430;90.763275;0.009254;0.322914;0.485272;0.182559; 
SHGZ05-01-2018_04:17:33.398;51;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.178859;737065.179319;97.707830;0.001935;0.321226;0.596289;0.080549; 
SHGZ05-01-2018_04:18:22.886;52;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.179432;737065.181061;98.987314;0.037018;0.300457;0.467448;0.195077; 
SHGZ05-01-2018_04:22:21.228;53;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.182190;737065.182833;89.974615;0.048348;0.490585;0.260765;0.200303; 
SHGZ05-01-2018_04:30:17.735;54;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.187705;737065.188045;95.515816;0.240741;0.176546;0.133708;0.449005; 
SHGZ05-01-2018_04:31:17.124;55;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.188393;737065.188586;98.256349;0.058435;0.248292;0.521043;0.172230; 
SHGZ05-01-2018_04:31:57.717;56;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.188862;737065.189252;53.587767;0.077619;0.350646;0.430696;0.141038; 
SHGZ05-01-2018_04:33:08.201;57;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.189678;737065.190543;98.987314;0.157366;0.211722;0.457320;0.173592; 
SHGZ05-01-2018_04:38:17.395;58;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.193257;737065.193625;97.481765;0.026514;0.378943;0.447660;0.146883; 
SHGZ05-01-2018_04:39:02.558;59;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.193780;737065.194407;92.877049;0.011364;0.378536;0.532551;0.077549; 
SHGZ05-01-2018_04:40:03.342;60;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.194483;737065.195353;98.987314;0.055800;0.310402;0.540044;0.093754; 
SHGZ05-01-2018_04:51:18.826;61;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.202301;737065.203043;80.949181;0.119891;0.301219;0.449249;0.129641; 
SHGZ05-01-2018_04:53:03.792;62;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.203516;737065.203978;89.974615;0.068944;0.421341;0.376207;0.133508; 
SHGZ05-01-2018_05:19:39.624;63;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.221986;737065.222213;56.568620;0.318272;0.231420;0.007502;0.442806; 
SHGZ05-01-2018_05:31:39.271;64;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.230316;737065.230719;44.162015;0.364303;0.025161;0.023036;0.587500; 
SHGZ05-01-2018_05:34:33.346;65;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.232330;737065.232638;44.162015;0.148673;0.234113;0.447834;0.169381; 
SHGZ05-01-2018_05:38:13.353;66;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.234877;737065.235181;95.515816;0.309174;0.051990;0.048351;0.590484; 
SHGZ05-01-2018_05:39:07.533;67;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.235504;737065.236661;98.987314;0.129079;0.228162;0.411872;0.230887; 
SHGZ05-01-2018_05:50:47.278;68;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.243603;737065.243855;89.974615;0.279094;0.221598;0.088039;0.411269; 
SHGZ05-01-2018_05:51:20.328;69;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.243985;737065.244234;97.481765;0.017291;0.370317;0.572266;0.040126; 
SHGZ05-01-2018_05:52:32.661;70;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.244822;737065.245366;62.795519;0.064102;0.322014;0.468635;0.145249; 
SHGZ05-01-2018_06:01:14.927;71;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.250867;737065.251201;97.481765;0.306429;0.073388;0.060756;0.559427; 
SHGZ05-01-2018_06:02:01.481;72;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.251406;737065.251679;53.587767;0.073402;0.234727;0.426483;0.265387; 
SHGZ05-01-2018_06:05:19.158;73;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.253694;737065.254197;62.795519;0.308509;0.180972;0.016603;0.493916; 
SHGZ05-01-2018_06:07:01.718;74;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.254881;737065.255180;53.587767;0.046285;0.348733;0.549538;0.055445; 
SHGZ05-01-2018_06:09:16.725;75;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.256444;737065.256931;53.587767;0.023298;0.286864;0.520686;0.169152; 
SHGZ05-01-2018_06:15:28.240;76;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.260743;737065.261145;44.162015;0.370357;0.085955;0.023281;0.520407; 
SHGZ05-01-2018_06:35:07.045;77;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.274387;737065.274818;95.778465;0.210480;0.211668;0.147535;0.430317; 
SHGZ05-01-2018_06:35:58.070;78;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.274978;737065.275389;62.795519;0.054009;0.339196;0.481790;0.125005; 
SHGZ05-01-2018_06:37:52.653;79;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.276304;737065.276658;53.587767;0.017546;0.382044;0.544312;0.056098; 
SHGZ05-01-2018_06:41:27.846;80;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.278794;737065.279180;53.587767;0.041514;0.393840;0.490580;0.074066; 
SHGZ05-01-2018_06:44:06.296;81;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.280628;737065.280958;44.162015;0.070088;0.245263;0.584939;0.099710; 
SHGZ05-01-2018_06:48:07.061;82;99;SHG;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.283415;737065.283525;95.281558;0.534050;0.366903;0.065646;0.033401; 
SHGZ05-01-2018_06:49:03.560;83;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.284069;737065.284188;34.266194;0.281062;0.120793;0.008819;0.589326; 
SHGZ05-01-2018_06:51:53.762;84;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.286039;737065.286543;83.856714;0.332684;0.102883;0.040774;0.523659; 
SHGZ05-01-2018_06:52:44.776;85;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.286629;737065.286825;90.075858;0.037853;0.375863;0.424214;0.162069; 
SHGZ05-01-2018_06:53:44.164;86;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.287317;737065.287722;44.162015;0.243095;0.223613;0.123695;0.409598; 
SHGZ05-01-2018_06:56:57.377;87;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.289553;737065.289680;34.266194;0.394947;0.031072;0.005095;0.568886; 
SHGZ05-01-2018_07:00:05.694;88;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.291733;737065.292807;98.987314;0.342546;0.071391;0.018316;0.567748; 
SHGZ05-01-2018_07:04:02.982;89;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.294479;737065.294591;44.162015;0.328996;0.156543;0.085229;0.429232; 
SHGZ05-01-2018_07:09:37.935;90;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.298356;737065.298695;44.162015;0.286218;0.135192;0.072407;0.506183; 
SHGZ05-01-2018_07:11:26.438;91;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.299612;737065.300369;80.949181;0.138863;0.227215;0.469915;0.164007; 
SHGZ05-01-2018_07:13:08.103;92;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.300788;737065.300917;98.679068;0.335858;0.077275;0.047064;0.539802; 
SHGZ05-01-2018_07:19:03.954;93;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.304907;737065.305308;44.162015;0.268634;0.253357;0.071263;0.406747; 
SHGZ05-01-2018_07:20:11.788;94;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.305692;737065.306304;91.506763;0.022761;0.341479;0.491549;0.144212; 
SHGZ05-01-2018_07:21:13.125;95;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.306402;737065.307074;80.949181;0.116244;0.222236;0.498305;0.163216; 
SHGZ05-01-2018_07:32:05.836;96;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.313956;737065.314572;58.991300;0.226095;0.166604;0.148228;0.459073; 
SHGZ05-01-2018_07:35:05.142;97;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.316032;737065.316312;91.506763;0.221088;0.166480;0.143650;0.468782; 
SHGZ05-01-2018_07:37:51.048;98;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.317952;737065.319157;98.974615;0.029086;0.200598;0.412593;0.357723; 
SHGZ05-01-2018_07:41:31.391;99;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.320502;737065.320779;78.241383;0.100268;0.341509;0.444090;0.114133; 
SHGZ05-01-2018_07:51:29.740;100;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.327428;737065.327825;44.162015;0.289898;0.131416;0.081356;0.497331; 
SHGZ05-01-2018_07:53:43.003;101;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.328970;737065.329074;44.162015;0.013921;0.386557;0.513508;0.086014; 
SHGZ05-01-2018_07:59:54.210;102;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.333266;737065.333535;44.162015;0.266341;0.134951;0.110025;0.488683; 
SHGZ05-01-2018_08:46:46.406;103;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.365815;737065.366064;44.162015;0.224140;0.141479;0.070357;0.564023; 
SHGZ05-01-2018_08:59:18.219;104;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.374516;737065.374847;44.162015;0.363836;0.111984;0.102979;0.421201; 
SHGZ05-01-2018_09:16:18.790;105;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.386329;737065.386666;58.991300;0.254532;0.167755;0.137885;0.439828; 
SHGZ05-01-2018_09:21:53.808;106;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.390206;737065.390339;34.266194;0.035428;0.598120;0.293449;0.073003; 
SHGZ05-01-2018_09:31:44.484;107;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.397043;737065.397443;44.162015;0.275920;0.149900;0.041480;0.532701; 
SHGZ05-01-2018_09:41:50.043;108;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.404051;737065.404222;97.251695;0.279531;0.116102;0.035218;0.569148; 
SHGZ05-01-2018_09:58:22.467;109;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.415538;737065.415757;34.266194;0.077859;0.520010;0.217755;0.184377; 
SHGZ05-01-2018_10:11:03.246;110;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.424343;737065.424683;32.264663;0.216897;0.217073;0.108966;0.457064; 
SHGZ05-01-2018_10:12:32.036;111;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.425371;737065.425641;44.162015;0.327366;0.149436;0.020173;0.503025; 
SHGZ05-01-2018_10:30:35.923;112;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.437916;737065.438197;44.162015;0.348091;0.063317;0.058714;0.529878; 
SHGZ05-01-2018_10:32:47.966;113;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.439444;737065.439765;44.162015;0.294110;0.153314;0.023125;0.529451; 
SHGZ05-01-2018_10:41:18.326;114;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.445351;737065.445623;44.162015;0.308251;0.099026;0.004702;0.588021; 
SHGZ05-01-2018_10:53:51.491;115;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.454068;737065.454581;98.987314;0.291281;0.219248;0.073599;0.415871; 
SHGZ05-01-2018_10:54:41.582;116;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.454648;737065.454894;98.834106;0.083306;0.284241;0.480369;0.152084; 
SHGZ05-01-2018_10:55:08.230;117;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.454956;737065.455628;80.949181;0.146154;0.241222;0.427925;0.184699; 
SHGZ05-01-2018_10:56:33.988;118;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.455949;737065.456374;62.795519;0.002367;0.539246;0.217120;0.241266; 
SHGZ05-01-2018_11:05:51.611;119;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.462403;737065.462672;34.266194;0.149147;0.428397;0.200068;0.222388; 
SHGZ05-01-2018_11:27:50.910;120;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.477673;737065.478110;53.587767;0.349075;0.062232;0.053244;0.535449; 
SHGZ05-01-2018_11:29:12.181;121;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.478613;737065.478779;90.374932;0.030172;0.225911;0.553881;0.190036; 
SHGZ05-01-2018_11:49:26.838;122;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.492672;737065.492952;44.162015;0.238949;0.203488;0.089431;0.468133; 
SHGZ05-01-2018_11:53:44.617;123;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.495655;737065.495892;34.266194;0.283039;0.127226;0.039303;0.550431; 
SHGZ05-01-2018_12:03:42.238;124;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.502572;737065.502855;44.162015;0.389456;0.091011;0.071399;0.448134; 
SHGZ05-01-2018_12:05:07.482;125;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.503559;737065.504207;89.974615;0.072244;0.238980;0.573091;0.115685; 
SHGZ05-01-2018_12:18:29.277;126;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.512839;737065.512971;34.266194;0.310668;0.100221;0.074498;0.514613; 
SHGZ05-01-2018_12:23:41.765;127;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.516456;737065.516786;44.162015;0.359092;0.089958;0.086800;0.464149; 
SHGZ05-01-2018_12:33:44.083;128;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.523427;737065.523708;44.162015;0.026123;0.218827;0.552178;0.202872; 
SHGZ05-01-2018_12:42:33.338;129;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.529552;737065.529824;44.162015;0.293541;0.079749;0.066119;0.560591; 
