file1,"cod_event;cod_event_in;volcan;est;componente;id_cl;algo_detecion_id;fecha_pick;analista;snr;label_event;c_label;descripcion;prom_ruido_fondo;inicio;fin;largo;prob_vt;prob_lp;prob_tr;prob_ot; 
SHGZ05-01-2018_12:50:38.943;130;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.535173;737065.535412;44.162015;0.356837;0.104071;0.074060;0.465032; 
SHGZ05-01-2018_12:56:24.679;131;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.539174;737065.539444;44.162015;0.308579;0.091893;0.066235;0.533293; 
SHGZ05-01-2018_13:11:52.470;132;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.549913;737065.550195;44.162015;0.337319;0.123681;0.044301;0.494699; 
SHGZ05-01-2018_13:25:18.770;133;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.559245;737065.559525;44.162015;0.332472;0.091874;0.067994;0.507660; 
SHGZ05-01-2018_13:26:48.455;134;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.560283;737065.561700;98.987314;0.087683;0.346848;0.448353;0.117117; 
SHGZ05-01-2018_13:29:01.678;135;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.561825;737065.562310;80.949181;0.027917;0.297881;0.599204;0.074998; 
SHGZ05-01-2018_13:46:16.836;136;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.573806;737065.574358;62.795519;0.318406;0.202741;0.026105;0.452748; 
SHGZ05-01-2018_13:49:26.324;137;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.575999;737065.576176;44.162015;0.052991;0.303634;0.584864;0.058511; 
SHGZ05-01-2018_13:56:45.133;138;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.581078;737065.581697;80.949181;0.349898;0.044555;0.033044;0.572504; 
SHGZ05-01-2018_14:17:47.041;139;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.595683;737065.597130;89.974615;0.348006;0.211326;0.039866;0.400801; 
SHGZ05-01-2018_14:20:01.831;140;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.597243;737065.597592;95.778465;0.023506;0.386341;0.503444;0.086709; 
SHGZ05-01-2018_14:21:07.449;141;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.598003;737065.598268;53.587767;0.024531;0.210183;0.445784;0.319503; 
SHGZ05-01-2018_14:46:45.307;142;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.615802;737065.616143;44.162015;0.367652;0.048941;0.027315;0.556093; 
SHGZ05-01-2018_14:49:14.576;143;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.617530;737065.617879;53.587767;0.026749;0.224536;0.515658;0.233056; 
SHGZ05-01-2018_15:02:43.515;144;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.626893;737065.627581;80.949181;0.229462;0.238551;0.082828;0.449159; 
SHGZ05-01-2018_15:03:57.196;145;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.627745;737065.628428;62.795519;0.077494;0.294055;0.532636;0.095814; 
SHGZ05-01-2018_15:05:34.713;146;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.628874;737065.629472;62.587767;0.059413;0.226674;0.559780;0.154133; 
SHGZ05-01-2018_15:08:35.301;147;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.630964;737065.631382;53.587767;0.098755;0.260262;0.482968;0.158016; 
SHGZ05-01-2018_15:09:55.250;148;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.631889;737065.631994;34.266194;0.101712;0.503496;0.213759;0.181034; 
SHGZ05-01-2018_15:17:36.269;149;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.637225;737065.637629;95.515816;0.266650;0.182304;0.140181;0.410866; 
SHGZ05-01-2018_15:18:25.687;150;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.637797;737065.638501;71.795519;0.058896;0.318666;0.493521;0.128917; 
SHGZ05-01-2018_15:19:37.571;151;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.638629;737065.638913;89.561562;0.094322;0.549184;0.225081;0.131412; 
SHGZ05-01-2018_15:20:21.919;152;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.639142;737065.639247;98.626974;0.015533;0.351335;0.451853;0.181280; 
SHGZ05-01-2018_15:21:00.758;153;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.639592;737065.639985;62.795519;0.095984;0.227816;0.562981;0.113219; 
SHGZ05-01-2018_15:41:55.398;154;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.654113;737065.654447;90.374932;0.254578;0.236093;0.057203;0.452126; 
SHGZ05-01-2018_15:43:00.050;155;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.654862;737065.655027;95.382473;0.028915;0.333012;0.452379;0.185694; 
SHGZ05-01-2018_15:43:56.825;156;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.655519;737065.655723;53.587767;0.088919;0.370545;0.449560;0.090976; 
SHGZ05-01-2018_15:51:27.411;157;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.660734;737065.660857;34.266194;0.114667;0.458444;0.217078;0.209811; 
SHGZ05-01-2018_15:58:35.003;158;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.665683;737065.665965;44.162015;0.287529;0.163705;0.107614;0.441152; 
SHGZ05-01-2018_16:00:03.663;159;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.666709;737065.667113;97.707830;0.021682;0.340267;0.431030;0.207022; 
SHGZ05-01-2018_16:00:52.030;160;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.667269;737065.667811;71.898162;0.154072;0.257775;0.403626;0.184527; 
SHGZ05-01-2018_16:19:18.759;161;99;SHG;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.680078;737065.680238;9.000000;0.513394;0.299145;0.154737;0.032723; 
SHGZ05-01-2018_16:20:38.843;162;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.681005;737065.681473;53.587767;0.361731;0.099643;0.046419;0.492207; 
SHGZ05-01-2018_16:22:07.445;163;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.682031;737065.682328;44.162015;0.026174;0.306295;0.474307;0.193225; 
SHGZ05-01-2018_16:31:22.905;164;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.688459;737065.689016;71.898162;0.347345;0.131877;0.100217;0.420562; 
SHGZ05-01-2018_16:36:29.085;165;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.692003;737065.692255;92.877049;0.302348;0.112662;0.042254;0.542735; 
SHGZ05-01-2018_16:37:52.587;166;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.692970;737065.693097;89.974615;0.130384;0.208748;0.502294;0.158575; 
SHGZ05-01-2018_16:38:32.753;167;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.693435;737065.693661;34.266194;0.301177;0.097813;0.051462;0.549548; 
SHGZ05-01-2018_16:41:37.716;168;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.695575;737065.695680;53.587767;0.036491;0.239681;0.577596;0.146231; 
SHGZ05-01-2018_16:56:32.454;169;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.705931;737065.706171;44.162015;0.313774;0.090027;0.058847;0.537352; 
SHGZ05-01-2018_16:57:53.097;170;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.706865;737065.707439;71.898162;0.070950;0.286553;0.486783;0.155714; 
SHGZ05-01-2018_17:16:05.721;171;99;SHG;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.719511;737065.719617;9.000000;0.492663;0.228578;0.198029;0.080730; 
SHGZ05-01-2018_17:18:15.758;172;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.721016;737065.721298;44.162015;0.258232;0.086382;0.064281;0.591105; 
SHGZ05-01-2018_17:20:52.743;173;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.722833;737065.723127;97.707830;0.020790;0.255463;0.587305;0.136443; 
SHGZ05-01-2018_17:21:39.095;174;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.723369;737065.723607;44.162015;0.362393;0.139165;0.069875;0.428567; 
SHGZ05-01-2018_17:33:08.780;175;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.731352;737065.731634;80.949181;0.395585;0.140923;0.036330;0.427162; 
SHGZ05-01-2018_17:33:37.966;176;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.731689;737065.732019;98.363326;0.096421;0.315511;0.475053;0.113015; 
SHGZ05-01-2018_17:34:23.129;177;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.732212;737065.732485;98.987314;0.000720;0.300314;0.544821;0.154145; 
SHGZ05-01-2018_17:34:52.740;178;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.732555;737065.733016;98.987314;0.341177;0.059582;0.037161;0.562080; 
SHGZ05-01-2018_17:35:54.594;179;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.733271;737065.733564;44.162015;0.076794;0.261971;0.562929;0.098306; 
SHGZ05-01-2018_17:51:54.442;180;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.744380;737065.744485;23.264663;0.259999;0.103768;0.090463;0.545770; 
SHGZ05-01-2018_18:06:48.298;181;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.754726;737065.754869;23.264663;0.082831;0.496142;0.245887;0.175140; 
SHGZ05-01-2018_18:15:05.815;182;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.760484;737065.760817;44.162015;0.391802;0.009104;0.004723;0.594370; 
SHGZ05-01-2018_18:16:17.310;183;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.761311;737065.761445;88.352853;0.063614;0.277524;0.591920;0.066941; 
SHGZ05-01-2018_18:16:58.584;184;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.761789;737065.762018;79.665741;0.022213;0.584649;0.329470;0.063668; 
SHGZ05-01-2018_18:18:15.103;185;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.762675;737065.762805;44.162015;0.056719;0.216823;0.587952;0.138507; 
SHGZ05-01-2018_18:31:47.856;186;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.772082;737065.772362;44.162015;0.314503;0.083204;0.080983;0.521310; 
SHGZ05-01-2018_18:33:07.866;187;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.773008;737065.773217;90.176317;0.016046;0.329256;0.516118;0.138580; 
SHGZ05-01-2018_18:34:25.952;188;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.773911;737065.774457;62.795519;0.047006;0.230324;0.516072;0.206598; 
SHGZ05-01-2018_18:36:07.904;189;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.775091;737065.775597;98.148483;0.026505;0.352373;0.472160;0.148962; 
SHGZ05-01-2018_18:36:59.404;190;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.775687;737065.776756;98.987314;0.098979;0.204913;0.532148;0.163960; 
SHGZ05-01-2018_18:52:36.340;191;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.786532;737065.786936;44.162015;0.205024;0.150997;0.069636;0.574344; 
SHGZ05-01-2018_18:59:39.973;192;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.791435;737065.791717;44.162015;0.209038;0.158255;0.049625;0.583082; 
SHGZ05-01-2018_19:20:12.982;193;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.805706;737065.805911;44.162015;0.202889;0.156609;0.101161;0.539341; 
SHGZ05-01-2018_19:23:03.249;194;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.807676;737065.808468;89.974615;0.204573;0.219622;0.092000;0.483806; 
SHGZ05-01-2018_19:25:40.262;195;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.809494;737065.810541;98.974615;0.061694;0.246915;0.577981;0.113410; 
SHGZ05-01-2018_19:27:28.920;196;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.810751;737065.811903;98.987314;0.055336;0.367903;0.511548;0.065213; 
SHGZ05-01-2018_19:29:17.127;197;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.812004;737065.813589;98.974615;0.060925;0.340125;0.534109;0.064841; 
SHGZ05-01-2018_19:43:48.750;198;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.822092;737065.822503;44.162015;0.276183;0.133866;0.026011;0.563940; 
SHGZ05-01-2018_19:45:24.819;199;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.823204;737065.823589;53.587767;0.057030;0.209571;0.589016;0.144383; 
SHGZ05-01-2018_19:51:08.101;200;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.827177;737065.827527;98.782632;0.348844;0.037321;0.036895;0.576940; 
SHGZ05-01-2018_19:51:44.456;201;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.827598;737065.828000;97.707830;0.131533;0.228205;0.494541;0.145720; 
SHGZ05-01-2018_19:52:35.190;202;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.828185;737065.828414;98.987314;0.053028;0.274305;0.571087;0.101580; 
SHGZ05-01-2018_19:53:01.543;203;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.828490;737065.828880;98.148483;0.093596;0.549860;0.260337;0.096207; 
SHGZ05-01-2018_19:53:47.662;204;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.829024;737065.829304;89.974615;0.106642;0.218908;0.514307;0.160143; 
SHGZ05-01-2018_19:54:19.227;205;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.829389;737065.829761;97.707830;0.042789;0.299254;0.473345;0.184611; 
SHGZ05-01-2018_19:55:23.137;206;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.830129;737065.830237;89.974615;0.006454;0.382624;0.599777;0.011145; 
SHGZ05-01-2018_19:55:45.819;207;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.830391;737065.830599;62.795519;0.367935;0.153060;0.045750;0.433256; 
SHGZ05-01-2018_19:59:14.540;208;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.832807;737065.833265;98.148483;0.036312;0.306734;0.430565;0.226389; 
SHGZ05-01-2018_20:00:04.545;209;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.833386;737065.833594;92.877049;0.223268;0.121888;0.063769;0.591075; 
SHGZ05-01-2018_20:00:27.730;210;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.833654;737065.833791;97.017474;0.272202;0.152504;0.073811;0.501482; 
SHGZ05-01-2018_20:01:23.814;211;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.834303;737065.834408;34.266194;0.216573;0.105482;0.105335;0.572610; 
SHGZ05-01-2018_20:58:58.420;212;99;SHG;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.874287;737065.874392;9.000000;0.503124;0.245134;0.133706;0.118036; 
SHGZ05-01-2018_21:02:12.272;213;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.876531;737065.876976;53.587767;0.211138;0.199623;0.052879;0.536361; 
SHGZ05-01-2018_21:04:05.155;214;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.877837;737065.878334;97.707830;0.050161;0.370463;0.424213;0.155163; 
SHGZ05-01-2018_21:04:52.611;215;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.878387;737065.879384;98.987314;0.017938;0.390149;0.461172;0.130741; 
SHGZ05-01-2018_21:07:17.674;216;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.880066;737065.880655;80.949181;0.090523;0.380650;0.430972;0.097854; 
SHGZ05-01-2018_21:12:45.074;217;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.883855;737065.884087;44.162015;0.067728;0.284829;0.564673;0.082770; 
SHGZ05-01-2018_21:20:19.267;218;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.889112;737065.889262;34.266194;0.306199;0.241566;0.045541;0.406694; 
SHGZ05-01-2018_21:30:01.083;219;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.895846;737065.896180;53.587767;0.253248;0.208374;0.070256;0.468122; 
SHGZ05-01-2018_21:34:31.571;220;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.898976;737065.899252;97.481765;0.307365;0.232179;0.052400;0.408056; 
SHGZ05-01-2018_22:53:40.529;221;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.953941;737065.954761;53.587767;0.041890;0.362647;0.511629;0.083834; 
SHGZ05-01-2018_22:56:34.098;222;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.955950;737065.956222;98.987314;0.322172;0.104624;0.003132;0.570072; 
SHGZ05-01-2018_22:57:01.791;223;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.956271;737065.956375;98.679068;0.001132;0.378680;0.594253;0.025935; 
SHGZ05-01-2018_22:57:16.994;224;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.956447;737065.956551;98.910936;0.026817;0.215874;0.490683;0.266626; 
SHGZ05-01-2018_22:57:35.002;225;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.956655;737065.957582;98.987314;0.010105;0.378722;0.529732;0.081441; 
SHGZ05-01-2018_23:00:09.047;226;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.958438;737065.960019;98.987314;0.109691;0.260800;0.434543;0.194965; 
SHGZ05-01-2018_23:02:49.054;227;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.960290;737065.961344;98.974615;0.097872;0.336416;0.436278;0.129433; 
SHGZ05-01-2018_23:04:29.839;228;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.961456;737065.961561;97.309596;0.040933;0.528058;0.214565;0.216443; 
SHGZ05-01-2018_23:05:20.919;229;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.962048;737065.963220;98.987314;0.018674;0.397966;0.516771;0.066589; 
SHGZ05-01-2018_23:28:31.193;230;99;SHG;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.978139;737065.978255;34.266194;0.100635;0.426005;0.372452;0.100908; 
SHGZ05-01-2018_23:51:16.304;231;99;SHG;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.993939;737065.994351;44.162015;0.329186;0.152397;0.074785;0.443631; 
SHGZ05-01-2018_23:52:27.152;232;99;SHG;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.994759;737065.995068;53.587767;0.092933;0.324616;0.484820;0.097631; 
FU2Z05-01-2018_00:00:00.017;1;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.000000;737065.000060;98.885376;0.239947;0.207232;0.098215;0.454606; 
FU2Z05-01-2018_00:00:54.015;2;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.000625;737065.000730;62.795519;0.307970;0.213937;0.065932;0.412161; 
FU2Z05-01-2018_00:11:45.190;3;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.008162;737065.008266;68.664210;0.290220;0.168869;0.093932;0.446979; 
FU2Z05-01-2018_00:17:39.660;4;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.012265;737065.012468;34.266194;0.018964;0.442415;0.250728;0.287893; 
FU2Z05-01-2018_00:19:27.844;5;99;FU2;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.013517;737065.013622;95.281558;0.582170;0.236134;0.138197;0.043499; 
FU2Z05-01-2018_00:27:18.338;6;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.018962;737065.019067;61.032237;0.385618;0.123241;0.019391;0.471750; 
FU2Z05-01-2018_00:28:27.243;7;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.019760;737065.019865;92.713466;0.239179;0.227312;0.114618;0.418890; 
FU2Z05-01-2018_00:42:56.019;8;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.029815;737065.029920;93.472762;0.366685;0.051026;0.021202;0.561087; 
FU2Z05-01-2018_00:44:41.551;9;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.031036;737065.031269;34.266194;0.036695;0.514138;0.294213;0.154953; 
FU2Z05-01-2018_00:52:05.369;10;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.036173;737065.036428;34.266194;0.101500;0.475068;0.294697;0.128735; 
FU2Z05-01-2018_01:03:55.985;11;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.044398;737065.044571;44.162015;0.275037;0.183381;0.123247;0.418336; 
FU2Z05-01-2018_01:40:04.537;12;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.069497;737065.069602;34.266194;0.260203;0.117484;0.079358;0.542955; 
FU2Z05-01-2018_02:29:39.893;13;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.103934;737065.104060;34.266194;0.044266;0.523242;0.383355;0.049136; 
FU2Z05-01-2018_02:47:14.584;14;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.116141;737065.116245;56.568620;0.369051;0.118889;0.105883;0.406176; 
FU2Z05-01-2018_02:50:27.064;15;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.118369;737065.118474;9.000000;0.289544;0.087418;0.054270;0.568768; 
FU2Z05-01-2018_02:53:44.916;16;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.120659;737065.120764;44.162015;0.247136;0.294728;0.050414;0.407722; 
FU2Z05-01-2018_03:07:51.619;17;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.130459;737065.130671;44.162015;0.179984;0.230296;0.404698;0.185022; 
FU2Z05-01-2018_03:12:36.957;18;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.133761;737065.134031;62.795519;0.024058;0.327772;0.579012;0.069159; 
FU2Z05-01-2018_03:17:41.104;19;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.137281;737065.137386;98.987314;0.329020;0.138787;0.103038;0.429155; 
FU2Z05-01-2018_03:18:11.379;20;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.137632;737065.137736;62.795519;0.032796;0.309681;0.534495;0.123028; 
FU2Z05-01-2018_03:18:21.688;21;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.137751;737065.138009;53.587767;0.015940;0.200732;0.516602;0.266726; 
FU2Z05-01-2018_04:16:39.528;22;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.178235;737065.178343;90.176317;0.078049;0.393418;0.422171;0.106361; 
FU2Z05-01-2018_04:18:40.309;23;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.179633;737065.179878;98.987314;0.081350;0.302451;0.509015;0.107184; 
FU2Z05-01-2018_04:19:08.487;24;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.179959;737065.180408;98.987314;0.022842;0.309281;0.546425;0.121452; 
FU2Z05-01-2018_04:19:56.388;25;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.180514;737065.180850;71.898162;0.109447;0.239575;0.522954;0.128024; 
FU2Z05-01-2018_04:30:25.261;26;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.187792;737065.187996;95.382473;0.021194;0.562509;0.393321;0.022976; 
FU2Z05-01-2018_04:33:13.807;27;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.189743;737065.190506;98.987314;0.140434;0.241901;0.401832;0.215833; 
FU2Z05-01-2018_04:38:24.898;28;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.193344;737065.193547;98.256349;0.009412;0.353256;0.518476;0.118856; 
FU2Z05-01-2018_04:39:18.959;29;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.193969;737065.194295;97.481765;0.073088;0.324292;0.526367;0.076253; 
FU2Z05-01-2018_04:40:09.900;30;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.194559;737065.195270;89.974615;0.066317;0.302139;0.551742;0.079802; 
FU2Z05-01-2018_04:41:27.207;31;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.195454;737065.195558;97.338450;0.394719;0.032427;0.027588;0.545266; 
